10000 50000
9107 2830 139
390 9546 734
3914 2987 654
6169 2690 106
3554 4149 741
171 5319 4
9199 4670 88
7484 1864 822
7327 3624 701
1518 3807 700
1788 1679 697
8214 890 112
4933 5447 547
3821 4758 822
3321 2090 691
4284 6631 179
3783 2832 107
2973 622 735
753 4908 986
4781 2690 489
9927 3577 115
4816 7016 378
5714 16 338
7197 4115 138
7255 618 187
401 3028 429
770 7792 450
9435 9303 924
9317 7020 805
4274 6339 186
6964 5649 617
5494 9247 898
6386 381 783
5956 2721 961
788 6004 605
3753 4048 709
2330 9263 921
6278 8304 195
3844 4402 537
4083 5606 504
981 913 722
8781 9788 71
8946 4022 780
2047 2776 341
8295 3489 62
5656 1618 619
1725 4344 837
9085 5404 163
3004 427 197
7183 3701 662
4725 3881 108
9252 2193 906
5371 9056 745
1395 8123 669
9246 1366 761
8727 5773 485
249 499 298
1124 7737 571
3859 7754 76
8781 5912 187
5021 2666 150
3186 8793 805
7856 1134 725
1646 8492 861
8887 2401 420
7278 6880 2
9643 4683 111
391 2786 944
3756 5256 227
6641 9919 791
6555 2574 388
2265 7525 354
9333 6502 48
3006 9082 490
7189 8013 605
4475 4856 486
994 4663 967
3765 3137 291
1200 4911 678
9396 2744 305
3580 6578 659
3078 2182 824
486 5845 922
5586 981 647
9041 1705 129
213 8940 970
1740 5789 443
1349 5168 309
6671 7552 767
7321 3608 356
784 9861 591
2881 7534 307
6951 7438 629
4145 2528 572
2044 9643 605
9877 2549 585
164 9599 959
9686 2616 584
8627 7382 213
6208 3952 387
9404 6627 755
3312 7253 830
9576 9713 995
8403 5027 979
2528 1623 882
8677 6866 468
7649 4128 468
5827 2363 415
9787 7392 271
6812 2669 90
437 1260 173
6145 4726 316
2804 7427 774
6604 6632 576
5492 3915 900
669 9121 575
7699 8241 630
2308 1957 680
6835 2724 507
9999 3348 732
7733 2922 987
6697 6119 11
2299 3974 986
1857 4555 196
6409 7541 524
1845 2171 470
3199 3857 349
6045 6803 981
9897 123 467
9611 2953 161
2821 6128 27
6995 5438 270
1312 805 516
5697 9571 326
9568 2347 830
8613 2387 357
4711 4550 78
3685 6216 580
3925 4778 837
777 3150 701
1701 8394 938
5512 816 974
1328 1685 519
1689 1440 408
4740 9864 959
3863 9035 762
5521 9025 897
2636 5971 527
7093 1289 372
1966 7572 355
8247 6264 31
7417 189 472
4836 9892 369
6578 514 522
7594 8050 159
637 307 214
2491 2506 665
2765 6793 65
9624 4584 867
7189 952 549
3372 5489 566
2368 7641 763
8041 8214 903
5837 9611 197
5903 2645 367
2977 1066 554
1655 2919 982
2591 8360 435
4322 6753 590
7709 6083 704
3402 9112 996
8648 7123 716
5402 9245 690
289 8492 880
1017 6187 391
2370 9158 23
9554 4380 248
3382 7762 853
5817 550 73
675 1054 597
8237 8510 92
7372 8847 845
2249 1698 118
2585 6802 718
8140 958 63
8809 3452 960
3353 3342 33
8413 5032 615
5753 1863 213
2337 7459 67
997 6781 414
1585 8712 567
7049 819 665
844 4488 816
6017 6284 590
7641 7238 681
4384 5365 600
1087 7722 681
3756 5593 833
2082 145 595
8050 4305 381
3667 4287 408
6955 4395 618
8935 1197 458
4521 5784 824
2878 618 356
1130 7127 522
8391 9355 756
5566 7251 540
9229 7883 103
4619 454 561
8519 7277 448
7970 5775 868
2886 9827 854
7817 134 666
4175 2356 449
2702 5312 960
7185 4006 583
9726 7053 153
6753 3617 54
2182 7728 650
5989 8071 568
4762 8841 387
4355 2800 897
8060 5401 210
997 3201 434
2062 1497 25
9464 8980 265
9848 1551 324
2303 1298 443
433 8732 134
9564 3613 180
1423 5678 790
5661 5095 534
2864 2214 176
4210 7609 71
538 7570 982
6842 3903 585
4600 1523 848
6535 1642 956
6419 755 574
5272 8360 351
9151 4425 738
9619 225 72
6621 4563 651
6653 8771 772
3537 9734 962
7110 9157 693
4611 5273 892
228 4747 402
8707 6329 56
9540 743 377
7635 363 860
8945 9779 8
4225 9055 76
4145 7302 967
4205 3627 224
264 6379 177
9256 7103 378
9044 7695 71
479 3142 411
4810 3962 962
3280 7252 60
2164 105 394
9958 7869 282
4801 227 159
7040 4501 939
1300 8585 665
3818 1857 675
5520 1701 227
8718 173 746
3653 1450 631
2663 3124 320
5670 6207 631
5143 380 93
8094 890 452
7185 668 396
4457 5843 656
7771 1802 301
4419 7461 563
7394 3225 41
5484 7851 389
7537 8204 337
2868 927 108
7403 6739 904
3778 3518 5
784 3154 302
7155 9484 611
7213 6025 794
1417 1081 904
2171 3567 599
3065 7379 741
498 4407 872
8134 2570 250
4969 7948 190
9705 5533 616
2173 6862 208
7734 7672 593
1624 2991 697
6810 7492 243
7414 3665 957
8279 7650 569
9941 3612 625
7221 7761 506
1452 757 801
4785 415 198
8651 6264 645
9425 4588 12
3248 3906 504
7813 2181 495
6255 4588 713
2302 2073 126
7630 8306 291
1875 812 464
8666 2099 149
5371 143 290
5066 698 952
6719 8340 120
8691 4265 977
7655 183 832
1846 7549 791
3359 6554 965
238 4485 263
5283 9377 288
6876 1476 682
8375 6593 444
7661 339 5
4839 5860 427
9342 6484 190
8653 3013 908
9439 7620 94
3047 8434 51
9602 8145 508
3342 5519 424
4986 8386 744
3212 2645 122
5785 4111 492
9764 737 590
1456 6937 359
4312 9587 709
1609 9607 2
7345 3223 549
6042 4531 979
2679 9110 576
9085 6996 743
6587 398 594
3863 5149 605
4089 2389 371
4110 8117 407
1926 9585 783
6733 78 398
8119 5859 349
9923 9878 39
9307 818 898
4339 1260 893
5730 2532 217
6048 1462 532
6791 747 364
7849 1569 159
3685 3570 450
4039 1641 573
7904 437 239
641 4742 747
4088 7835 707
5662 2909 118
1780 5651 273
4900 484 913
4717 2671 783
7731 7877 260
4565 363 811
6897 6131 891
4422 6316 969
7832 9772 765
1608 2022 818
7068 6488 625
6316 4852 331
644 3256 981
1535 57 372
1792 574 990
9935 6262 234
2080 6438 662
2235 8780 858
7803 7650 548
1769 4150 627
9001 1078 168
9320 8058 923
1268 2770 120
9075 2346 755
9051 200 30
6131 749 517
3545 360 166
7599 3819 71
5575 4811 260
4460 5987 827
6976 7241 445
38 5 853
4772 3616 765
3680 7782 752
2500 1388 106
838 8552 518
385 5837 601
7593 5423 32
5755 3586 476
5564 730 996
2578 7305 384
7772 6142 769
2062 5914 598
5981 7662 865
7973 5947 63
321 8648 430
2371 7455 451
4969 7243 80
4760 1538 583
1297 9514 967
8756 5467 95
6514 511 628
4476 318 313
1867 8877 619
6171 6937 717
9843 4586 731
7133 9403 340
7883 7631 910
8381 6763 688
2755 6135 896
2871 435 357
1486 9516 801
99 1845 718
8442 4289 704
3926 5482 917
5454 2941 503
3121 5326 264
5253 4451 718
7332 938 914
9486 2079 26
8523 5063 366
8479 9167 701
7661 9590 12
8933 5716 978
7176 4550 579
2756 1755 303
1245 4028 642
5367 5130 87
4339 4128 109
6746 1931 269
5010 5966 444
1915 4701 944
6816 9810 621
3561 4769 37
6053 4462 724
3189 977 448
4367 8275 872
8922 2003 462
3472 6623 616
7859 8983 933
1721 9238 225
4849 1560 26
9683 6701 696
5404 561 162
312 3549 941
8537 1779 284
3485 6343 634
7627 1273 132
1080 9149 864
7930 551 713
4063 3253 957
4856 6044 845
8556 2371 373
4800 7574 916
2998 6412 814
5255 3226 854
4292 3679 533
1287 1146 148
4569 9921 737
5624 395 357
1349 715 733
7483 3680 234
2401 9108 616
7791 9908 710
6794 1493 372
6198 9353 846
8835 1766 345
3658 6192 114
6536 8018 448
1811 4200 632
1360 9563 554
4082 5542 125
9910 5798 818
1903 682 58
1027 5364 444
9485 525 505
8808 6076 478
413 8023 134
8493 6824 921
1589 4112 148
6269 7566 900
7669 4000 356
4132 4005 732
350 1133 137
1712 1497 777
1924 6546 41
4072 9931 954
382 8246 900
4939 615 110
8802 3381 843
1338 1631 137
5463 3300 389
435 352 636
5757 1827 127
832 7563 154
3433 9445 315
9316 1085 364
3186 5807 252
1454 2870 12
6519 4374 3
7752 1175 489
9457 9914 524
6473 983 791
5245 3682 552
10 502 17
9876 12 729
1971 2437 473
37 9455 52
576 3181 597
8432 3642 363
5082 6733 55
9250 3546 888
8476 2517 297
5863 8600 740
3296 8584 975
904 9637 616
2606 125 807
9372 2526 803
8881 4052 298
5470 8608 990
3679 5819 424
8443 5936 668
2559 4072 97
8252 8309 654
2328 2071 182
5056 9556 552
3799 9523 455
6705 6124 491
5584 9803 813
6655 8640 56
9608 7177 303
2842 8786 140
2152 4972 915
1252 104 618
9180 3158 718
2174 406 796
5834 7449 422
8298 3680 457
2278 3406 906
3270 1479 402
4373 9394 749
2161 3316 9
251 767 297
9332 7736 184
9397 4593 629
8397 6296 765
2958 4542 413
3860 6780 145
6120 4453 893
5307 3209 428
2869 275 558
6635 7073 935
3407 8115 814
7094 2575 206
3473 5385 679
4127 8726 247
3208 8001 71
4354 5789 928
206 8654 170
9904 3591 919
964 9833 898
8752 5678 498
5929 4308 884
1921 6826 318
9931 3252 96
9313 6347 759
5669 1318 513
6291 9321 411
2552 3416 833
6281 1570 726
2255 3118 315
3068 112 946
8522 6701 74
1068 8515 759
9641 822 859
5139 5962 641
8238 8153 732
7948 6968 715
1224 723 107
614 5986 786
8078 7738 194
1842 6836 878
1611 4116 641
3538 9587 639
7123 6190 288
6405 7946 541
692 5127 61
8285 4176 805
6917 6039 866
7331 4129 290
3832 2068 613
8417 3569 937
638 4931 578
4513 3539 338
9732 3705 915
84 9457 507
4757 9677 574
3790 1534 916
9692 1501 850
7375 951 320
8893 2789 245
1275 8660 305
4084 1488 178
9439 5988 181
5649 3049 227
5881 7696 179
3446 3980 718
9586 8250 263
1207 9785 503
7220 890 404
1721 7614 447
7985 3982 96
2969 8426 480
1608 5283 988
5180 783 718
2175 6451 910
5230 1577 386
1599 1927 64
5728 6480 970
6712 9413 378
6811 7189 209
9237 5730 968
9597 5686 726
4386 1763 492
7140 6851 448
4193 509 125
8655 8940 108
5534 2047 179
1818 2094 651
5548 7587 749
5345 4257 655
2772 5487 815
7208 3702 214
2888 9640 968
139 4066 774
5836 1357 156
4274 3261 930
6176 9572 546
1658 8940 271
192 214 449
6910 9655 141
5545 9287 366
37 4948 977
929 8629 494
1886 5730 633
4042 7069 596
7413 9 618
300 8610 588
3759 911 615
2740 9300 441
544 3987 996
1289 2313 97
9898 7061 776
7451 1859 713
7755 5467 144
2036 3791 564
8126 8363 35
3451 7089 660
8538 934 341
418 2261 43
9369 6204 417
7119 3806 845
6533 9216 459
8578 3654 128
9924 9011 589
7736 4743 160
6257 3276 153
3655 5859 563
6971 3539 188
5561 3238 260
6388 3517 398
784 8178 922
235 9343 574
8024 8317 14
1150 9482 209
9518 2425 723
7362 8607 465
2586 7930 993
7954 4069 409
6473 8201 7
7508 8773 341
9613 1825 441
8381 638 934
9905 7541 80
4285 6687 162
1211 4576 320
4289 3337 532
7598 2425 730
2410 9297 123
8076 7590 84
347 8062 736
4845 7903 561
9151 1205 33
4617 3936 12
6534 4506 552
231 7677 39
1801 8650 65
6685 8142 12
1552 2131 124
735 5105 713
5267 6366 14
8938 6554 307
9997 3751 686
8071 4396 550
2107 6267 131
8583 9067 810
8556 8973 279
1832 9958 148
6684 9853 411
9904 2285 117
5789 6138 934
6765 5872 224
4770 3399 167
214 1036 146
4799 1582 488
6581 4805 797
1110 7955 128
250 4975 821
9983 678 674
5887 5006 918
9463 9615 105
4099 8115 887
2154 3868 122
9635 435 34
8350 1517 905
4941 4083 375
2401 2148 688
5201 7498 325
2182 7990 826
4408 6699 249
9937 9873 744
1594 4760 143
32 7373 479
2968 7344 172
1541 7462 995
211 3442 440
2077 9447 484
4975 3862 676
9564 8156 202
1798 7426 864
7595 2662 660
7203 6391 490
5620 1299 126
4201 9889 365
7 7025 584
6989 9148 757
9542 2656 509
565 1795 877
6179 5920 578
7834 3632 687
8664 6027 962
4504 2744 956
457 3455 65
3280 3930 539
1229 2286 212
6763 5364 957
1526 8345 455
3407 7623 218
1990 8852 584
5748 3382 601
2640 804 126
4488 1961 74
4612 3556 753
4586 6662 808
9627 5810 271
6086 8339 305
5317 1205 876
5784 6387 39
4695 4355 328
7410 2243 788
7470 9833 577
3502 9117 848
205 2988 925
2141 7514 857
4367 9559 457
4241 6149 73
2845 8130 704
7877 4757 607
6034 8974 622
6087 2414 369
6741 2712 153
5356 1314 661
8776 8253 999
7201 8278 310
8700 7255 696
8634 5404 243
9202 9970 225
8192 6093 614
9447 2637 429
6792 1544 473
6032 3873 81
371 3622 435
3938 9428 740
6821 4286 671
2195 8247 10
8375 5991 797
5859 6823 450
757 1249 227
1862 8327 353
9736 5389 775
9598 9477 12
904 510 648
9262 1593 873
2473 2502 286
8759 5335 540
258 9557 28
8769 2633 222
9219 7895 653
1352 2217 818
4281 3401 445
1335 4711 977
5921 9567 299
5024 6342 950
8451 1100 68
9632 8639 853
6430 7171 196
7315 5795 602
1771 2025 316
7919 4678 373
4986 5386 329
2035 3470 444
4046 7394 396
922 7974 263
1488 916 730
1581 2383 239
9863 2848 649
9436 4362 823
6057 8176 13
2698 4013 657
2571 4352 671
1744 5690 725
116 1564 787
8456 3183 841
7983 8490 510
2789 3947 983
6154 8322 701
3194 89 348
3435 9060 97
1525 200 464
6097 1783 976
4776 9195 588
5146 8654 544
6437 1779 49
81 7418 857
8022 2667 640
1544 1576 124
1357 5374 269
3388 8837 60
3556 5908 586
80 5161 2
2344 6561 807
2904 539 683
4060 8995 223
9639 5345 930
9310 1826 610
2613 6687 453
9656 1067 210
7461 658 469
7440 1346 781
1181 908 484
8250 5729 327
5430 9453 872
7127 3854 385
8270 3148 963
9952 2752 50
9639 393 734
302 8946 306
2960 1040 333
8358 8745 916
4462 1976 210
4176 5446 853
4845 4448 511
936 7377 929
5615 7303 656
2520 1967 400
4876 7288 465
4857 1811 402
5981 7164 771
1224 52 298
5493 5405 38
2134 7925 613
6740 9226 298
4809 3648 337
2860 5711 781
4043 9772 672
6155 5597 991
8785 858 541
5370 5957 677
66 4674 764
6265 6449 892
3562 9484 150
7310 1710 631
9647 9531 67
8628 8188 820
9175 6754 237
7965 4862 194
7872 3632 19
2900 9298 873
216 4872 430
2907 2475 660
8336 1235 834
2064 1867 965
2368 8123 260
8461 8752 977
7597 687 60
2505 7099 407
936 7773 495
7651 4727 388
4584 9825 133
901 1486 101
1575 7527 410
6608 4053 727
3733 5564 287
4467 4595 951
8739 7972 17
5539 7141 880
9282 4753 729
3988 2596 130
9557 4347 188
755 7233 840
8849 5619 110
3951 3800 479
3015 7852 34
1185 4769 470
1363 5475 262
549 5146 526
2637 5819 231
1545 5513 984
1288 8293 543
571 9563 498
5815 8611 952
7256 1456 238
7570 633 673
1500 5761 26
4343 6736 711
5231 5463 770
8345 6508 253
4607 9314 925
1678 6178 675
361 3883 704
4097 7874 546
6757 3538 874
2751 6444 685
6512 9365 314
4356 4720 187
2528 1483 857
4924 4223 360
7129 2627 161
9641 8066 856
4461 4915 520
1973 8425 436
8015 3380 261
1646 8451 479
8895 8510 393
8694 8789 978
493 3509 540
3431 3299 182
1037 1956 653
1431 8238 913
9823 6435 773
1390 2891 557
8269 1205 904
1580 50 829
9987 1421 838
5687 3553 406
6408 5377 501
1103 9798 311
7653 9583 443
6510 1304 315
2251 6509 594
8909 3113 430
3218 8481 605
3046 8160 833
2124 3340 153
3889 3278 705
2829 5336 564
9693 5373 97
6741 7525 313
2633 8027 966
1392 8043 893
3422 3135 984
9630 4387 529
8845 6748 698
9799 9624 402
5281 4012 580
9353 3801 575
7812 9144 835
537 9056 505
3357 2479 527
8750 1152 428
6493 7717 804
4111 3581 864
1009 1038 897
8485 4805 855
627 6819 466
3122 4377 170
7423 6767 971
5153 6607 837
2684 5090 767
5137 2011 151
6590 284 675
3068 3373 747
875 2036 112
3363 385 858
3718 3535 76
147 5387 415
4038 5928 606
4156 5376 86
1110 6126 329
4518 455 542
2063 7685 209
7403 8056 656
2470 9426 923
618 3697 128
1258 3572 804
5760 7310 201
813 3086 63
3087 3331 729
9666 4856 752
445 8572 836
2127 5345 267
8250 1237 728
6635 3533 28
7388 9689 791
3075 6764 36
5882 2508 329
8126 5700 479
640 6611 520
1567 3814 393
3666 1137 580
5336 8549 378
3996 8051 664
6931 9722 945
4427 9217 188
3017 2223 554
346 6469 503
2689 3443 500
1380 9432 815
3920 456 904
3665 4095 315
2260 9707 334
1346 1118 957
9062 931 521
348 1769 958
8568 264 110
4207 7105 63
4142 5752 407
7565 3346 405
773 5461 389
395 9422 942
9833 1679 469
7126 8816 839
8807 1063 861
7377 1063 735
6906 9210 148
6503 1871 732
2323 3843 142
1673 9776 600
9696 4086 856
7200 2576 35
7707 5752 108
7460 3170 569
1112 9311 981
6989 7929 47
8062 4347 457
2847 8525 564
4028 8602 368
8194 790 463
5249 3111 889
458 1739 971
936 8158 465
9365 2276 179
6248 2948 497
5549 7895 515
6746 7252 230
9841 8409 863
7563 363 293
6966 1259 187
1753 2991 69
8080 6136 528
7977 2898 818
6630 1182 143
7860 8625 582
8905 7240 776
7765 1085 34
2967 7836 689
1228 7122 758
6720 3097 914
8469 5399 555
6260 4763 575
8861 3701 958
4919 2903 665
2242 79 13
2494 2168 683
547 5057 632
4138 571 284
3292 4132 41
7278 2701 348
1642 393 335
6992 7181 53
3448 7354 568
3022 6870 176
9898 6936 567
8253 2409 360
2444 1266 119
9735 9353 901
4192 7104 110
9216 8774 656
7263 5972 592
3050 7698 377
1532 9607 669
4765 8597 413
4420 5344 802
2670 1955 941
2699 7406 304
7788 380 655
1256 8396 515
4033 9708 601
3059 8294 20
746 276 727
2070 1480 464
814 4741 181
4244 9045 481
8775 7244 831
1104 2892 149
3433 1298 560
9722 3102 537
5211 308 524
2290 2878 145
3835 1952 324
6418 9867 474
9007 6673 336
9188 5314 290
8625 9286 780
1906 5053 421
1743 6549 386
9819 4922 2
4121 699 76
2778 5904 214
943 7728 572
4352 8832 455
6858 4311 242
816 4389 921
2070 8391 574
6858 8061 509
6215 4264 615
4929 2853 368
8609 3690 319
2121 542 586
7323 6331 763
2738 242 891
9562 3096 144
5106 3087 121
6811 7886 356
8295 5960 129
5962 3468 308
1929 2688 331
8052 6358 695
2811 3647 786
1372 865 55
2851 4734 954
7315 3140 151
2408 2920 686
4787 429 677
9004 8573 660
7922 4879 311
9459 9162 328
9382 3564 660
2116 6572 496
6170 782 136
8211 3667 997
1740 1052 75
3697 1555 774
1521 8871 7
8754 4579 838
6484 5054 556
9051 3020 995
7981 6101 147
7762 5001 113
8740 3903 716
2019 8404 714
6403 3656 645
8603 6826 349
2323 8580 814
3785 617 141
4049 306 939
1187 9719 927
6356 527 499
8418 7233 40
6891 5213 740
8185 3454 977
4724 183 28
2236 9755 170
7489 7322 65
5074 8304 825
5981 9581 762
4276 8959 295
9057 4943 182
8529 6567 717
1069 6436 269
4464 5295 260
8253 3229 457
1385 938 445
3015 2833 685
7355 51 457
7479 6273 375
9245 8523 1
3262 9687 452
9596 225 679
4368 7950 738
3541 3606 881
7469 2779 107
506 2272 973
8924 956 380
7900 5126 791
2343 2431 897
794 7245 853
9074 3424 545
668 899 440
7945 8742 703
1539 7821 482
8064 3752 971
9146 6848 368
4139 3931 994
2221 54 449
6884 2264 611
3496 4468 814
7026 4882 64
6231 1126 97
7059 5828 963
3308 6498 649
8974 6674 230
8208 9320 792
8452 9580 829
2473 4038 967
1252 4787 269
8345 948 346
7447 3675 758
1704 7081 943
6063 7986 494
5178 3704 543
8229 4826 238
3197 3695 912
1396 3688 688
8492 8975 368
4334 2923 715
6699 384 901
1231 1266 901
8924 5360 96
6957 2258 401
4003 5321 277
6809 2556 310
2302 1604 925
5565 666 688
4210 8352 510
7053 3131 813
8140 5099 367
9733 5580 642
6012 1591 80
6420 3040 869
5910 9156 122
7437 3286 938
2966 4909 242
6845 1117 644
6932 5426 987
5076 6553 870
8291 8968 973
4278 3945 960
8292 6213 885
4349 3757 273
3957 1840 152
2816 2376 435
9665 2509 46
1738 6094 99
4107 8476 567
4408 4418 339
3886 6503 557
2226 694 793
1998 6475 205
3287 9205 571
651 9230 732
5134 1161 814
9368 2459 807
3745 1572 259
3835 8378 368
8760 7527 791
9514 4672 679
1214 462 505
9873 7687 115
8555 4423 815
5555 6353 83
6010 3346 464
3926 5964 533
1237 9213 958
8342 7210 639
3685 2144 338
9690 9098 194
7271 5494 70
1545 7965 522
4440 3934 172
4920 6853 214
139 7389 564
7407 277 933
5014 9870 542
1304 912 85
4821 8398 71
836 2987 704
4475 8575 117
490 9820 985
9182 4593 752
3043 1305 141
6847 8905 356
1926 4431 961
34 4985 70
2847 1469 579
4093 923 997
9621 4409 799
4213 5627 819
8782 9388 592
8340 6723 552
3042 6098 237
3772 1322 638
2387 4731 374
8118 6173 265
6932 5840 617
4190 8781 978
4867 8958 484
7684 5645 108
2610 4774 479
8648 4253 799
1240 7185 874
1881 2113 863
9655 6423 230
1970 9629 207
3772 7709 890
3654 4708 34
2845 363 741
6643 1801 287
1934 2405 165
3096 8271 106
9739 1363 450
621 1255 222
9073 9569 278
6425 7700 136
4911 3990 682
3446 8183 81
8843 8040 244
4747 7766 116
7719 7108 248
5171 4228 285
6489 5971 126
5685 9425 711
9643 8598 8
5597 5855 298
4 6228 733
5013 4320 811
7281 4506 680
88 9814 605
8159 9628 801
8729 1148 215
1142 4224 25
6215 3284 886
7590 6139 243
3944 8155 170
7996 9504 29
3340 1275 392
8259 3903 550
3798 1284 893
7890 4350 464
2003 7751 351
8291 9740 55
4466 9530 962
2798 7609 491
2385 9867 669
9235 8278 337
4709 273 132
4650 2096 623
2480 6279 25
1328 2385 2
3124 8462 399
7330 7021 78
7849 3440 81
1747 1980 14
41 3762 305
4236 8325 947
1855 2565 282
6590 1773 168
1381 2053 61
2939 1433 713
323 9347 259
4338 1554 942
5508 9708 538
5898 8978 329
1547 8937 246
4317 2070 721
5387 307 5
7669 687 137
481 6145 691
7652 6089 567
6973 9074 907
2570 3599 238
3999 6067 882
9260 1200 405
5030 9561 292
66 4141 932
2649 4558 551
6450 8397 348
1217 959 537
6795 6045 983
8547 1002 501
7031 5098 466
8351 9641 498
1356 8536 590
4678 5774 614
3267 7454 687
7857 6129 856
2882 6686 538
3759 4394 72
3263 2320 255
3522 8336 246
7234 1876 325
6185 1523 729
863 3943 834
8451 8326 347
6074 140 713
4043 2824 935
3285 1771 909
2793 4815 657
5515 7199 704
7941 269 459
2091 8398 117
1776 2752 875
233 7808 130
3731 4816 523
2905 4725 566
892 8398 361
4927 2888 82
7113 9421 690
1791 783 767
333 2265 348
2962 9717 574
9804 4918 107
4052 7431 966
8725 8450 107
3452 6107 85
7133 2025 775
4250 5094 542
6403 2164 174
8353 3936 891
4069 8373 906
9898 8868 514
1187 3186 919
4301 5218 982
600 6709 816
1892 9006 173
75 303 724
6366 3372 664
8533 9434 781
4676 6980 399
2858 4189 322
9342 7646 178
9216 1161 556
5035 8492 688
5119 418 919
4743 2731 313
8303 126 188
7001 4599 631
5593 997 56
5005 6274 626
8277 8283 107
8825 6408 42
5136 7505 747
3134 6605 604
9892 859 622
491 2728 282
3699 1551 559
4934 3084 203
1816 2158 483
5381 621 157
8409 6942 740
2518 6819 444
8726 3376 205
4474 4186 423
7712 9181 949
